OrderID,CustomerID,Product_ID,Quantity
ORD50074,CUST124,PROD1068,2
ORD50075,CUST125,PROD1407,2
ORD50076,CUST126,PROD1795,3
ORD50077,CUST127,PROD1433,3
ORD50078,CUST128,PROD1483,3
ORD50079,CUST129,PROD1040,1
ORD50080,CUST130,PROD1714,3
ORD50081,CUST131,PROD1231,2
ORD50082,CUST132,PROD1534,3
ORD50083,CUST133,PROD1507,3
ORD50084,CUST134,PROD1115,2
ORD50085,CUST135,PROD1623,1
ORD50086,CUST136,PROD1367,3
ORD50087,CUST137,PROD1199,3
ORD50088,CUST138,PROD1851,1
ORD50089,CUST139,PROD1591,1
ORD50090,CUST140,PROD1420,3
ORD50091,CUST141,PROD1141,2
ORD50092,CUST142,PROD1700,1
ORD50093,CUST143,PROD1081,2
ORD50094,CUST144,PROD1209,2
ORD50095,CUST145,PROD1788,2
ORD50096,CUST146,PROD1733,1
ORD50097,CUST147,PROD1524,2
ORD50098,CUST148,PROD1465,1
ORD50099,CUST149,PROD1313,1
ORD50100,CUST100,PROD1303,2
ORD50101,CUST101,PROD1441,3
ORD50102,CUST102,PROD1080,1
ORD50103,CUST103,PROD1743,3
ORD50104,CUST104,PROD1081,3
ORD50105,CUST105,PROD1113,2
ORD50106,CUST106,PROD1407,2
ORD50107,CUST107,PROD1983,2
ORD50108,CUST108,PROD1279,2
ORD50109,CUST109,PROD1238,2
ORD50110,CUST110,PROD1602,3
ORD50111,CUST111,PROD1603,1
ORD50112,CUST112,PROD1921,2
ORD50113,CUST113,PROD1227,2
ORD50114,CUST114,PROD1865,2
ORD50115,CUST115,PROD1876,2
ORD50116,CUST116,PROD1240,1
ORD50117,CUST117,PROD1085,2
ORD50118,CUST118,PROD1146,1
ORD50119,CUST119,PROD1131,3
ORD50120,CUST120,PROD1187,2
ORD50121,CUST121,PROD1339,2
ORD50122,CUST122,PROD1585,2
ORD50123,CUST123,PROD1973,1
ORD50124,CUST124,PROD1827,2
ORD50125,CUST125,PROD1547,3
ORD50126,CUST126,PROD1233,1
ORD50127,CUST127,PROD1810,1
ORD50128,CUST128,PROD1452,2
ORD50129,CUST129,PROD1102,1
ORD50130,CUST130,PROD1587,2
ORD50131,CUST131,PROD1819,3
ORD50132,CUST132,PROD1396,1
ORD50133,CUST133,PROD1438,1
ORD50134,CUST134,PROD1618,3
ORD50135,CUST135,PROD1377,1
ORD50136,CUST136,PROD1271,1
ORD50137,CUST137,PROD1912,3
ORD50138,CUST138,PROD1345,2
ORD50139,CUST139,PROD1854,2
ORD50140,CUST140,PROD1780,3
ORD50141,CUST141,PROD1374,2
ORD50142,CUST142,PROD1680,1
ORD50143,CUST143,PROD1232,1
ORD50144,CUST144,PROD1334,2
ORD50145,CUST145,PROD1864,2
ORD50146,CUST146,PROD1517,3
ORD50147,CUST147,PROD1680,2
ORD50148,CUST148,PROD1499,1
ORD50149,CUST149,PROD1357,1
ORD50150,CUST100,PROD1659,2
ORD50151,CUST101,PROD1808,2
ORD50152,CUST102,PROD1348,3
ORD50153,CUST103,PROD1343,3
ORD50154,CUST104,PROD1144,1
ORD50155,CUST105,PROD1725,3
ORD50156,CUST106,PROD1680,2
ORD50157,CUST107,PROD1096,2
ORD50158,CUST108,PROD1159,1
ORD50159,CUST109,PROD1782,3
ORD50160,CUST110,PROD1036,3
ORD50161,CUST111,PROD1915,1
ORD50162,CUST112,PROD1282,2
ORD50163,CUST113,PROD1598,1
ORD50164,CUST114,PROD1352,1
ORD50165,CUST115,PROD1443,3
ORD50166,CUST116,PROD1317,1
ORD50167,CUST117,PROD1336,1
ORD50168,CUST118,PROD1413,1
ORD50169,CUST119,PROD1606,1
ORD50170,CUST120,PROD1934,1
ORD50171,CUST121,PROD1027,3
ORD50172,CUST122,PROD1792,3
ORD50173,CUST123,PROD1841,1
ORD50174,CUST124,PROD1288,2
ORD50175,CUST125,PROD1225,1
ORD50176,CUST126,PROD1648,1
ORD50177,CUST127,PROD1308,1
ORD50178,CUST128,PROD1065,2
ORD50179,CUST129,PROD1754,2
ORD50180,CUST130,PROD1220,3
ORD50181,CUST131,PROD1826,1
ORD50182,CUST132,PROD1418,1
ORD50183,CUST133,PROD1728,3
ORD50184,CUST134,PROD1149,1
ORD50185,CUST135,PROD1872,2
ORD50186,CUST136,PROD1814,3
ORD50187,CUST137,PROD1634,2
ORD50188,CUST138,PROD1872,1
ORD50189,CUST139,PROD1210,2
ORD50190,CUST140,PROD1361,3
ORD50191,CUST141,PROD1543,2
ORD50192,CUST142,PROD1487,1
ORD50193,CUST143,PROD1481,1
ORD50194,CUST144,PROD1798,2
ORD50195,CUST145,PROD1803,1
ORD50196,CUST146,PROD1162,1
ORD50197,CUST147,PROD1667,1
ORD50198,CUST148,PROD1385,1
ORD50199,CUST149,PROD1944,2
ORD50200,CUST100,PROD1353,1
ORD50201,CUST101,PROD1972,2
ORD50202,CUST102,PROD1061,3
ORD50203,CUST103,PROD1932,1
ORD50204,CUST104,PROD1856,3
ORD50205,CUST105,PROD1779,2
ORD50206,CUST106,PROD1580,2
ORD50207,CUST107,PROD1440,3
ORD50208,CUST108,PROD1920,2
ORD50209,CUST109,PROD1510,1
ORD50210,CUST110,PROD1920,3
ORD50211,CUST111,PROD1078,2
ORD50212,CUST112,PROD1972,3
ORD50213,CUST113,PROD1730,1
ORD50214,CUST114,PROD1606,3
ORD50215,CUST115,PROD1933,1
ORD50216,CUST116,PROD1909,1
ORD50217,CUST117,PROD1413,1
ORD50218,CUST118,PROD1349,2
ORD50219,CUST119,PROD1376,2
ORD50220,CUST120,PROD1516,1
ORD50221,CUST121,PROD1552,3
ORD50222,CUST122,PROD1748,3
ORD50223,CUST123,PROD1820,3
ORD50224,CUST124,PROD1753,3
ORD50225,CUST125,PROD1106,1
ORD50226,CUST126,PROD1438,2
ORD50227,CUST127,PROD1864,2
ORD50228,CUST128,PROD1576,3
ORD50229,CUST129,PROD1666,1
ORD50230,CUST130,PROD1640,1
ORD50231,CUST131,PROD1615,3
ORD50232,CUST132,PROD1544,1
ORD50233,CUST133,PROD1924,2
ORD50234,CUST134,PROD1305,3
ORD50235,CUST135,PROD1745,1
ORD50236,CUST136,PROD1719,3
ORD50237,CUST137,PROD1230,3
ORD50238,CUST138,PROD1111,2
ORD50239,CUST139,PROD1995,2
ORD50240,CUST140,PROD1044,1
ORD50241,CUST141,PROD1867,2
ORD50242,CUST142,PROD1205,2
ORD50243,CUST143,PROD1331,3
ORD50244,CUST144,PROD1505,2
ORD50245,CUST145,PROD1064,2
ORD50246,CUST146,PROD1388,1
ORD50247,CUST147,PROD1064,3
ORD50248,CUST148,PROD1505,3
ORD50249,CUST149,PROD1594,1
ORD50250,CUST100,PROD1067,2
ORD50251,CUST101,PROD1757,2
ORD50252,CUST102,PROD1693,1
ORD50253,CUST103,PROD1933,3
ORD50254,CUST104,PROD1347,1
ORD50255,CUST105,PROD1234,3
ORD50256,CUST106,PROD1543,3
ORD50257,CUST107,PROD1760,3
ORD50258,CUST108,PROD1071,1
ORD50259,CUST109,PROD1227,3
ORD50260,CUST110,PROD1986,3
ORD50261,CUST111,PROD1284,1
ORD50262,CUST112,PROD1274,2
ORD50263,CUST113,PROD1062,1
ORD50264,CUST114,PROD1965,1
ORD50265,CUST115,PROD1544,1
ORD50266,CUST116,PROD1860,3
ORD50267,CUST117,PROD1346,2
ORD50268,CUST118,PROD1340,2
ORD50269,CUST119,PROD1872,2
ORD50270,CUST120,PROD1119,1
ORD50271,CUST121,PROD1708,3
ORD50272,CUST122,PROD1700,3
ORD50273,CUST123,PROD1225,1
ORD50274,CUST124,PROD1931,2
ORD50275,CUST125,PROD1944,2
ORD50276,CUST126,PROD1272,1
ORD50277,CUST127,PROD1344,2
ORD50278,CUST128,PROD1270,2
ORD50279,CUST129,PROD1839,3
ORD50280,CUST130,PROD1168,1
ORD50281,CUST131,PROD1700,3
ORD50282,CUST132,PROD1452,1
ORD50283,CUST133,PROD1046,3
ORD50284,CUST134,PROD1013,1
ORD50285,CUST135,PROD1523,2
ORD50286,CUST136,PROD1769,2
ORD50287,CUST137,PROD1570,2
ORD50288,CUST138,PROD1373,3
ORD50289,CUST139,PROD1897,3
ORD50290,CUST140,PROD1056,3
ORD50291,CUST141,PROD1597,2
ORD50292,CUST142,PROD1938,1
ORD50293,CUST143,PROD1148,2
ORD50294,CUST144,PROD1413,2
ORD50295,CUST145,PROD1202,1
ORD50296,CUST146,PROD1515,3
ORD50297,CUST147,PROD1354,3
ORD50298,CUST148,PROD1960,2
ORD50299,CUST149,PROD1504,3
ORD50300,CUST100,PROD1961,1
ORD50301,CUST101,PROD1349,2
ORD50302,CUST102,PROD1490,2
ORD50303,CUST103,PROD1327,3
ORD50304,CUST104,PROD1498,2
ORD50305,CUST105,PROD1526,3
ORD50306,CUST106,PROD1380,2
ORD50307,CUST107,PROD1088,1
ORD50308,CUST108,PROD1552,3
ORD50309,CUST109,PROD1808,3
ORD50310,CUST110,PROD1375,2
ORD50311,CUST111,PROD1554,3
ORD50312,CUST112,PROD1595,2
ORD50313,CUST113,PROD1283,3
ORD50314,CUST114,PROD1679,3
ORD50315,CUST115,PROD1213,3
ORD50316,CUST116,PROD1511,3
ORD50317,CUST117,PROD1777,2
ORD50318,CUST118,PROD1312,3
ORD50319,CUST119,PROD1896,3
ORD50320,CUST120,PROD1264,3
ORD50321,CUST121,PROD1974,1
ORD50322,CUST122,PROD1118,1
ORD50323,CUST123,PROD1137,3
ORD50324,CUST124,PROD1007,2
ORD50325,CUST125,PROD1739,1
ORD50326,CUST126,PROD1780,3
ORD50327,CUST127,PROD1424,2
ORD50328,CUST128,PROD1342,2
ORD50329,CUST129,PROD1156,3
ORD50330,CUST130,PROD1356,1
ORD50331,CUST131,PROD1112,3
ORD50332,CUST132,PROD1437,1
ORD50333,CUST133,PROD1016,2
ORD50334,CUST134,PROD1577,1
ORD50335,CUST135,PROD1037,3
ORD50336,CUST136,PROD1204,1
ORD50337,CUST137,PROD1483,2
ORD50338,CUST138,PROD1361,3
ORD50339,CUST139,PROD1742,3
ORD50340,CUST140,PROD1221,1
ORD50341,CUST141,PROD1698,3
ORD50342,CUST142,PROD1235,3
ORD50343,CUST143,PROD1505,3
ORD50344,CUST144,PROD1561,2
ORD50345,CUST145,PROD1825,3
ORD50346,CUST146,PROD1974,2
ORD50347,CUST147,PROD1836,2
ORD50348,CUST148,PROD1265,2
ORD50349,CUST149,PROD1223,2
ORD50350,CUST100,PROD1250,1
ORD50351,CUST101,PROD1395,3
ORD50352,CUST102,PROD1350,2
ORD50353,CUST103,PROD1073,1
ORD50354,CUST104,PROD1282,3
ORD50355,CUST105,PROD1337,2
ORD50356,CUST106,PROD1279,3
ORD50357,CUST107,PROD1808,2
ORD50358,CUST108,PROD1838,1
ORD50359,CUST109,PROD1065,1
ORD50360,CUST110,PROD1935,2
ORD50361,CUST111,PROD1362,1
ORD50362,CUST112,PROD1522,2
ORD50363,CUST113,PROD1818,3
ORD50364,CUST114,PROD1614,3
ORD50365,CUST115,PROD1185,3
ORD50366,CUST116,PROD1843,1
ORD50367,CUST117,PROD1675,2
ORD50368,CUST118,PROD1816,2
ORD50369,CUST119,PROD1784,2
ORD50370,CUST120,PROD1656,3
ORD50371,CUST121,PROD1995,3
ORD50372,CUST122,PROD1634,1
ORD50373,CUST123,PROD1458,1
ORD50374,CUST124,PROD1693,3
ORD50375,CUST125,PROD1624,1
ORD50376,CUST126,PROD1025,1
ORD50377,CUST127,PROD1937,1
ORD50378,CUST128,PROD1332,1
ORD50379,CUST129,PROD1373,1
ORD50380,CUST130,PROD1381,1
ORD50381,CUST131,PROD1480,3
ORD50382,CUST132,PROD1688,3
ORD50383,CUST133,PROD1364,2
ORD50384,CUST134,PROD1768,2
ORD50385,CUST135,PROD1499,3
ORD50386,CUST136,PROD1375,2
ORD50387,CUST137,PROD1954,2
ORD50388,CUST138,PROD1548,2
ORD50389,CUST139,PROD1772,1
ORD50390,CUST140,PROD1858,2
ORD50391,CUST141,PROD1846,1
ORD50392,CUST142,PROD1685,1
ORD50393,CUST143,PROD1720,1
ORD50394,CUST144,PROD1541,3
ORD50395,CUST145,PROD1841,3
ORD50396,CUST146,PROD1600,2
ORD50397,CUST147,PROD1410,3
ORD50398,CUST148,PROD1942,2
ORD50399,CUST149,PROD1429,2
ORD50400,CUST100,PROD1733,2
ORD50401,CUST101,PROD1355,1
ORD50402,CUST102,PROD1352,1
ORD50403,CUST103,PROD1892,3
ORD50404,CUST104,PROD1685,3
ORD50405,CUST105,PROD1300,3
ORD50406,CUST106,PROD1365,3
ORD50407,CUST107,PROD1827,2
ORD50408,CUST108,PROD1891,3
ORD50409,CUST109,PROD1040,3
ORD50410,CUST110,PROD1310,3
ORD50411,CUST111,PROD1189,2
ORD50412,CUST112,PROD1783,3
ORD50413,CUST113,PROD1068,2
ORD50414,CUST114,PROD1379,1
ORD50415,CUST115,PROD1961,2
ORD50416,CUST116,PROD1936,3
ORD50417,CUST117,PROD1124,1
ORD50418,CUST118,PROD1502,2
ORD50419,CUST119,PROD1413,1
ORD50420,CUST120,PROD1326,2
ORD50421,CUST121,PROD1744,3
ORD50422,CUST122,PROD1625,1
ORD50423,CUST123,PROD1994,1
ORD50424,CUST124,PROD1118,1
ORD50425,CUST125,PROD1716,1
ORD50426,CUST126,PROD1037,1
ORD50427,CUST127,PROD1015,3
ORD50428,CUST128,PROD1989,1
ORD50429,CUST129,PROD1651,2
ORD50430,CUST130,PROD1490,3
ORD50431,CUST131,PROD1916,3
ORD50432,CUST132,PROD1944,2
ORD50433,CUST133,PROD1637,3
ORD50434,CUST134,PROD1748,3
ORD50435,CUST135,PROD1491,3
ORD50436,CUST136,PROD1211,3
ORD50437,CUST137,PROD1506,1
ORD50438,CUST138,PROD1710,3
ORD50439,CUST139,PROD1393,3
ORD50440,CUST140,PROD1238,1
ORD50441,CUST141,PROD1949,2
ORD50442,CUST142,PROD1284,3
ORD50443,CUST143,PROD1433,1
ORD50444,CUST144,PROD1060,2
ORD50445,CUST145,PROD1125,2
ORD50446,CUST146,PROD1174,2
ORD50447,CUST147,PROD1393,3
ORD50448,CUST148,PROD1576,2
ORD50449,CUST149,PROD1282,1
ORD50450,CUST100,PROD1684,2
ORD50451,CUST101,PROD1724,3
ORD50452,CUST102,PROD1137,2
ORD50453,CUST103,PROD1631,1
ORD50454,CUST104,PROD1893,2
ORD50455,CUST105,PROD1697,1
ORD50456,CUST106,PROD1486,1
ORD50457,CUST107,PROD1307,2
ORD50458,CUST108,PROD1351,3
ORD50459,CUST109,PROD1235,1
ORD50460,CUST110,PROD1599,3
ORD50461,CUST111,PROD1340,2
ORD50462,CUST112,PROD1590,2
ORD50463,CUST113,PROD1082,1
ORD50464,CUST114,PROD1397,3
ORD50465,CUST115,PROD1263,1
ORD50466,CUST116,PROD1049,3
ORD50467,CUST117,PROD1403,1
ORD50468,CUST118,PROD1963,1
ORD50469,CUST119,PROD1936,3
ORD50470,CUST120,PROD1301,1
ORD50471,CUST121,PROD1589,3
ORD50472,CUST122,PROD1514,2
ORD50473,CUST123,PROD1193,2
ORD50474,CUST124,PROD1881,2
ORD50475,CUST125,PROD1369,1
ORD50476,CUST126,PROD1593,1
ORD50477,CUST127,PROD1385,2
ORD50478,CUST128,PROD1794,1
ORD50479,CUST129,PROD1157,3
ORD50480,CUST130,PROD1904,1
ORD50481,CUST131,PROD1208,3
ORD50482,CUST132,PROD1958,2
ORD50483,CUST133,PROD1991,3
ORD50484,CUST134,PROD1961,3
ORD50485,CUST135,PROD1176,1
ORD50486,CUST136,PROD1635,3
ORD50487,CUST137,PROD1919,1
ORD50488,CUST138,PROD1048,2
ORD50489,CUST139,PROD1855,1
ORD50490,CUST140,PROD1653,2
ORD50491,CUST141,PROD1947,2
ORD50492,CUST142,PROD1375,2
ORD50493,CUST143,PROD1464,2
ORD50494,CUST144,PROD1555,1
ORD50495,CUST145,PROD1469,2
ORD50496,CUST146,PROD1945,1
ORD50497,CUST147,PROD1454,2
ORD50498,CUST148,PROD1705,1
ORD50499,CUST149,PROD1529,3
ORD50500,CUST100,PROD1884,1
ORD50501,CUST101,PROD1339,2
ORD50502,CUST102,PROD1786,1
ORD50503,CUST103,PROD1912,3
ORD50504,CUST104,PROD1893,3
ORD50505,CUST105,PROD1786,1
ORD50506,CUST106,PROD1101,3
ORD50507,CUST107,PROD1484,1
ORD50508,CUST108,PROD1916,2
ORD50509,CUST109,PROD1998,3
ORD50510,CUST110,PROD1949,1
ORD50511,CUST111,PROD1865,2
ORD50512,CUST112,PROD1967,1
ORD50513,CUST113,PROD1215,3
ORD50514,CUST114,PROD1428,1
ORD50515,CUST115,PROD1526,3
ORD50516,CUST116,PROD1647,3
ORD50517,CUST117,PROD1864,3
ORD50518,CUST118,PROD1818,2
ORD50519,CUST119,PROD1183,3
ORD50520,CUST120,PROD1376,1
ORD50521,CUST121,PROD1482,3
ORD50522,CUST122,PROD1521,2
ORD50523,CUST123,PROD1461,2
ORD50524,CUST124,PROD1239,3
ORD50525,CUST125,PROD1351,2
ORD50526,CUST126,PROD1203,1
ORD50527,CUST127,PROD1783,3
ORD50528,CUST128,PROD1405,1
ORD50529,CUST129,PROD1019,1
ORD50530,CUST130,PROD1942,3
ORD50531,CUST131,PROD1735,1
ORD50532,CUST132,PROD1843,2
ORD50533,CUST133,PROD1833,2
ORD50534,CUST134,PROD1364,1
ORD50535,CUST135,PROD1126,1
ORD50536,CUST136,PROD1984,1
ORD50537,CUST137,PROD1202,1
ORD50538,CUST138,PROD1507,2
ORD50539,CUST139,PROD1183,2
ORD50540,CUST140,PROD1551,2
ORD50541,CUST141,PROD1345,2
ORD50542,CUST142,PROD1941,2
ORD50543,CUST143,PROD1457,2
ORD50544,CUST144,PROD1866,3
ORD50545,CUST145,PROD1428,3
ORD50546,CUST146,PROD1226,2
ORD50547,CUST147,PROD1873,2
ORD50548,CUST148,PROD1511,2
ORD50549,CUST149,PROD1418,1
ORD50550,CUST100,PROD1674,1
ORD50551,CUST101,PROD1507,2
ORD50552,CUST102,PROD1053,1
ORD50553,CUST103,PROD1315,1
ORD50554,CUST104,PROD1253,2
ORD50555,CUST105,PROD1918,3
ORD50556,CUST106,PROD1450,2
ORD50557,CUST107,PROD1792,2
ORD50558,CUST108,PROD1173,2
ORD50559,CUST109,PROD1061,2
ORD50560,CUST110,PROD1342,1
ORD50561,CUST111,PROD1867,2
ORD50562,CUST112,PROD1442,1
ORD50563,CUST113,PROD1253,1
ORD50564,CUST114,PROD1443,2
ORD50565,CUST115,PROD1009,2
ORD50566,CUST116,PROD1675,3
ORD50567,CUST117,PROD1957,2
ORD50568,CUST118,PROD1210,1
ORD50569,CUST119,PROD1828,2
ORD50570,CUST120,PROD1275,1
ORD50571,CUST121,PROD1512,2
ORD50572,CUST122,PROD1371,3
ORD50573,CUST123,PROD1870,2
ORD50574,CUST124,PROD1606,2
ORD50575,CUST125,PROD1939,3
ORD50576,CUST126,PROD1581,2
ORD50577,CUST127,PROD1345,1
ORD50578,CUST128,PROD1906,3
ORD50579,CUST129,PROD1281,1
ORD50580,CUST130,PROD1788,1
ORD50581,CUST131,PROD1198,2
ORD50582,CUST132,PROD1299,2
ORD50583,CUST133,PROD1137,1
ORD50584,CUST134,PROD1556,3
ORD50585,CUST135,PROD1772,2
ORD50586,CUST136,PROD1145,1
ORD50587,CUST137,PROD1413,2
ORD50588,CUST138,PROD1383,3
ORD50589,CUST139,PROD1733,3
ORD50590,CUST140,PROD1376,1
ORD50591,CUST141,PROD1503,2
ORD50592,CUST142,PROD1769,1
ORD50593,CUST143,PROD1449,1
ORD50594,CUST144,PROD1961,1
ORD50595,CUST145,PROD1641,2
ORD50596,CUST146,PROD1551,1
ORD50597,CUST147,PROD1410,3
ORD50598,CUST148,PROD1548,3
ORD50599,CUST149,PROD1205,3
ORD50600,CUST100,PROD1298,3
ORD50601,CUST101,PROD1754,1
ORD50602,CUST102,PROD1129,2
ORD50603,CUST103,PROD1704,3
ORD50604,CUST104,PROD1773,3
ORD50605,CUST105,PROD1662,3
ORD50606,CUST106,PROD1325,1
ORD50607,CUST107,PROD1528,3
ORD50608,CUST108,PROD1785,2
ORD50609,CUST109,PROD1433,3
ORD50610,CUST110,PROD1723,1
ORD50611,CUST111,PROD1305,1
ORD50612,CUST112,PROD1906,1
ORD50613,CUST113,PROD1883,3
ORD50614,CUST114,PROD1953,2
ORD50615,CUST115,PROD1562,3
ORD50616,CUST116,PROD1417,3
ORD50617,CUST117,PROD1889,3
ORD50618,CUST118,PROD1434,2
ORD50619,CUST119,PROD1713,3
ORD50620,CUST120,PROD1454,1
ORD50621,CUST121,PROD1964,2
ORD50622,CUST122,PROD1504,2
ORD50623,CUST123,PROD1647,1
ORD50624,CUST124,PROD1140,1
ORD50625,CUST125,PROD1855,2
ORD50626,CUST126,PROD1904,2
ORD50627,CUST127,PROD1568,3
ORD50628,CUST128,PROD1226,1
ORD50629,CUST129,PROD1821,1
ORD50630,CUST130,PROD1586,3
ORD50631,CUST131,PROD1344,2
ORD50632,CUST132,PROD1561,1
ORD50633,CUST133,PROD1423,1
ORD50634,CUST134,PROD1107,2
ORD50635,CUST135,PROD1483,2
ORD50636,CUST136,PROD1924,3
ORD50637,CUST137,PROD1210,2
ORD50638,CUST138,PROD1585,3
ORD50639,CUST139,PROD1913,2
ORD50640,CUST140,PROD1856,1
ORD50641,CUST141,PROD1734,1
ORD50642,CUST142,PROD1410,1
ORD50643,CUST143,PROD1944,3
ORD50644,CUST144,PROD1370,2
ORD50645,CUST145,PROD1919,1
ORD50646,CUST146,PROD1810,3
ORD50647,CUST147,PROD1435,1
ORD50648,CUST148,PROD1499,2
ORD50649,CUST149,PROD1116,3
ORD50650,CUST100,PROD1817,1
ORD50651,CUST101,PROD1542,3
ORD50652,CUST102,PROD1117,3
ORD50653,CUST103,PROD1868,1
ORD50654,CUST104,PROD1864,1
ORD50655,CUST105,PROD1796,2
ORD50656,CUST106,PROD1934,1
ORD50657,CUST107,PROD1626,2
ORD50658,CUST108,PROD1034,3
ORD50659,CUST109,PROD1609,1
ORD50660,CUST110,PROD1123,1
ORD50661,CUST111,PROD1288,3
ORD50662,CUST112,PROD1119,1
ORD50663,CUST113,PROD1787,1
ORD50664,CUST114,PROD1053,2
ORD50665,CUST115,PROD1102,2
ORD50666,CUST116,PROD1559,3
ORD50667,CUST117,PROD1669,3
ORD50668,CUST118,PROD1421,2
ORD50669,CUST119,PROD1054,2
ORD50670,CUST120,PROD1327,3
ORD50671,CUST121,PROD1836,3
ORD50672,CUST122,PROD1066,1
ORD50673,CUST123,PROD1870,2
ORD50674,CUST124,PROD1943,1
ORD50675,CUST125,PROD1348,3
ORD50676,CUST126,PROD1676,3
ORD50677,CUST127,PROD1495,3
ORD50678,CUST128,PROD1017,3
ORD50679,CUST129,PROD1758,3
ORD50680,CUST130,PROD1351,3
ORD50681,CUST131,PROD1962,1
ORD50682,CUST132,PROD1918,2
ORD50683,CUST133,PROD1665,3
ORD50684,CUST134,PROD1410,2
ORD50685,CUST135,PROD1675,1
ORD50686,CUST136,PROD1711,2
ORD50687,CUST137,PROD1841,3
ORD50688,CUST138,PROD1766,3
ORD50689,CUST139,PROD1025,1
ORD50690,CUST140,PROD1300,2
ORD50691,CUST141,PROD1688,1
ORD50692,CUST142,PROD1826,3
ORD50693,CUST143,PROD1790,2
ORD50694,CUST144,PROD1493,1
ORD50695,CUST145,PROD1287,2
ORD50696,CUST146,PROD1817,2
ORD50697,CUST147,PROD1639,2
ORD50698,CUST148,PROD1055,1
ORD50699,CUST149,PROD1796,2
ORD50700,CUST100,PROD1184,3
ORD50701,CUST101,PROD1240,3
ORD50702,CUST102,PROD1588,3
ORD50703,CUST103,PROD1892,3
ORD50704,CUST104,PROD1015,3
ORD50705,CUST105,PROD1674,2
ORD50706,CUST106,PROD1773,1
ORD50707,CUST107,PROD1814,2
ORD50708,CUST108,PROD1977,1
ORD50709,CUST109,PROD1874,1
ORD50710,CUST110,PROD1151,2
ORD50711,CUST111,PROD1691,3
ORD50712,CUST112,PROD1613,1
ORD50713,CUST113,PROD1766,3
ORD50714,CUST114,PROD1902,1
ORD50715,CUST115,PROD1543,2
ORD50716,CUST116,PROD1745,1
ORD50717,CUST117,PROD1593,1
ORD50718,CUST118,PROD1368,2
ORD50719,CUST119,PROD1320,2
ORD50720,CUST120,PROD1663,3
ORD50721,CUST121,PROD1386,1
ORD50722,CUST122,PROD1890,2
ORD50723,CUST123,PROD1213,1
ORD50724,CUST124,PROD1032,1
ORD50725,CUST125,PROD1514,3
ORD50726,CUST126,PROD1944,1
ORD50727,CUST127,PROD1334,1
ORD50728,CUST128,PROD1573,1
ORD50729,CUST129,PROD1203,1
ORD50730,CUST130,PROD1062,2
ORD50731,CUST131,PROD1609,1
ORD50732,CUST132,PROD1778,2
ORD50733,CUST133,PROD1256,1
